[2025-10-23T08:16:38.869+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2025-10-23T08:16:39.070+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: update_db.core_table manual__2025-10-23T08:16:06.700378+00:00 [queued]>
[2025-10-23T08:16:39.135+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: update_db.core_table manual__2025-10-23T08:16:06.700378+00:00 [queued]>
[2025-10-23T08:16:39.143+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 1
[2025-10-23T08:16:43.769+0000] {data_modification.py:78} INFO - Updated row with Video_ID: jRURlbRAUhI
[2025-10-23T08:16:43.773+0000] {data_modification.py:78} INFO - Updated row with Video_ID: I_3R9YGFlHE
[2025-10-23T08:16:43.778+0000] {data_modification.py:78} INFO - Updated row with Video_ID: xjJJ_wDlc1E
[2025-10-23T08:16:43.782+0000] {data_modification.py:78} INFO - Updated row with Video_ID: cqirhwhq_qM
[2025-10-23T08:16:43.789+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 3IQdDBwc42o
[2025-10-23T08:16:43.794+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 4YHnf3YepwU
[2025-10-23T08:16:43.799+0000] {data_modification.py:78} INFO - Updated row with Video_ID: uxzBq4Y_fNw
[2025-10-23T08:16:43.803+0000] {data_modification.py:78} INFO - Updated row with Video_ID: HIhUkvAG0o4
[2025-10-23T08:16:43.807+0000] {data_modification.py:78} INFO - Updated row with Video_ID: cpI5lCaqZcQ
[2025-10-23T08:16:43.812+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 6zQhLOw1nw8
[2025-10-23T08:16:43.817+0000] {data_modification.py:78} INFO - Updated row with Video_ID: mfvi_jgdVqE
[2025-10-23T08:16:43.821+0000] {data_modification.py:78} INFO - Updated row with Video_ID: zExxMxcoJ6A
[2025-10-23T08:16:43.825+0000] {data_modification.py:78} INFO - Updated row with Video_ID: hD_Af6W2qug
[2025-10-23T08:16:43.830+0000] {data_modification.py:78} INFO - Updated row with Video_ID: XOtTKQujlkI
[2025-10-23T08:16:43.834+0000] {data_modification.py:78} INFO - Updated row with Video_ID: dRqthQ2Mc_0
[2025-10-23T08:16:43.839+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 8TFq_vvO_Wg
[2025-10-23T08:16:43.843+0000] {data_modification.py:78} INFO - Updated row with Video_ID: oo8ve4Ldpck
[2025-10-23T08:16:43.847+0000] {data_modification.py:78} INFO - Updated row with Video_ID: sKn8Tbp2a-4
[2025-10-23T08:16:43.851+0000] {data_modification.py:78} INFO - Updated row with Video_ID: g0IrVKXIbmE
[2025-10-23T08:16:43.855+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 2Om2M4_Kyd0
[2025-10-23T08:16:43.859+0000] {data_modification.py:78} INFO - Updated row with Video_ID: KaaEivIqX6M
[2025-10-23T08:16:43.865+0000] {data_modification.py:78} INFO - Updated row with Video_ID: W4gBpws7Ug8
[2025-10-23T08:16:43.872+0000] {data_modification.py:78} INFO - Updated row with Video_ID: NT3EkjxO8hs
[2025-10-23T08:16:43.876+0000] {data_modification.py:78} INFO - Updated row with Video_ID: syMozMiJneM
[2025-10-23T08:16:43.881+0000] {data_modification.py:78} INFO - Updated row with Video_ID: OEuS7fjMlMc
[2025-10-23T08:16:43.884+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 1Pr-R2nKTY4
[2025-10-23T08:16:43.888+0000] {data_modification.py:78} INFO - Updated row with Video_ID: QqdUhn99E-s
[2025-10-23T08:16:43.892+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 1UygJmcHUdQ
[2025-10-23T08:16:43.901+0000] {data_modification.py:78} INFO - Updated row with Video_ID: g4DAFnZcCcQ
[2025-10-23T08:16:43.905+0000] {data_modification.py:78} INFO - Updated row with Video_ID: LTr8cXAxy1I
[2025-10-23T08:16:43.909+0000] {data_modification.py:78} INFO - Updated row with Video_ID: zjC48c3ptt0
[2025-10-23T08:16:43.913+0000] {data_modification.py:78} INFO - Updated row with Video_ID: rS2sntC-lJI
[2025-10-23T08:16:43.917+0000] {data_modification.py:78} INFO - Updated row with Video_ID: Ng_qwlvhrJo
[2025-10-23T08:16:43.921+0000] {data_modification.py:78} INFO - Updated row with Video_ID: bzIPun3cVsw
[2025-10-23T08:16:43.933+0000] {data_modification.py:78} INFO - Updated row with Video_ID: miKQkeq5sbU
[2025-10-23T08:16:43.937+0000] {data_modification.py:78} INFO - Updated row with Video_ID: Lwt_VThQIdM
[2025-10-23T08:16:43.942+0000] {data_modification.py:78} INFO - Updated row with Video_ID: P2oPACr4uuU
[2025-10-23T08:16:43.947+0000] {data_modification.py:78} INFO - Updated row with Video_ID: h-D6ukDcS9o
[2025-10-23T08:16:43.952+0000] {data_modification.py:78} INFO - Updated row with Video_ID: mY77HA20MzA
[2025-10-23T08:16:43.959+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 4krBgDFycgY
[2025-10-23T08:16:43.964+0000] {data_modification.py:78} INFO - Updated row with Video_ID: dpUxRIqbNlc
[2025-10-23T08:16:43.969+0000] {data_modification.py:78} INFO - Updated row with Video_ID: Cp431S5z8PE
[2025-10-23T08:16:43.973+0000] {data_modification.py:78} INFO - Updated row with Video_ID: ttLYXcza4j4
[2025-10-23T08:16:43.984+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 3-f9DEFsh4w
[2025-10-23T08:16:43.989+0000] {data_modification.py:78} INFO - Updated row with Video_ID: vuOTP206zWM
[2025-10-23T08:16:43.994+0000] {data_modification.py:78} INFO - Updated row with Video_ID: J590MYm0SY8
[2025-10-23T08:16:43.999+0000] {data_modification.py:78} INFO - Updated row with Video_ID: vGB2d5cQJpY
[2025-10-23T08:16:44.003+0000] {data_modification.py:78} INFO - Updated row with Video_ID: pGYyUssWLTA
[2025-10-23T08:16:44.006+0000] {data_modification.py:78} INFO - Updated row with Video_ID: j7kM8G_AjuY
[2025-10-23T08:16:44.011+0000] {data_modification.py:78} INFO - Updated row with Video_ID: deK-My3Of0o
[2025-10-23T08:16:44.021+0000] {data_modification.py:78} INFO - Updated row with Video_ID: oB8kFFvJdhE
[2025-10-23T08:16:44.031+0000] {data_modification.py:78} INFO - Updated row with Video_ID: X9eXa-Uzuj0
[2025-10-23T08:16:44.036+0000] {data_modification.py:78} INFO - Updated row with Video_ID: GxTVDClFXuc
[2025-10-23T08:16:44.039+0000] {data_modification.py:78} INFO - Updated row with Video_ID: kGaq-Qi9hoE
[2025-10-23T08:16:44.045+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 9zFfp3gzZ88
[2025-10-23T08:16:44.049+0000] {data_modification.py:78} INFO - Updated row with Video_ID: mM2KwBYa-u4
[2025-10-23T08:16:44.052+0000] {data_modification.py:78} INFO - Updated row with Video_ID: WAcmsAISniQ
[2025-10-23T08:16:44.055+0000] {data_modification.py:78} INFO - Updated row with Video_ID: kqUT-s3a6tU
[2025-10-23T08:16:44.059+0000] {data_modification.py:78} INFO - Updated row with Video_ID: NUVglXbGBfs
[2025-10-23T08:16:44.068+0000] {data_modification.py:78} INFO - Updated row with Video_ID: T-v4b3WtPAg
[2025-10-23T08:16:44.071+0000] {data_modification.py:78} INFO - Updated row with Video_ID: m8qGlpcfAIw
[2025-10-23T08:16:44.075+0000] {data_modification.py:78} INFO - Updated row with Video_ID: uZPkMnv8b-o
[2025-10-23T08:16:44.080+0000] {data_modification.py:78} INFO - Updated row with Video_ID: qVLr6SMxvJw
[2025-10-23T08:16:44.084+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 4AigP5OY8JE
[2025-10-23T08:16:44.087+0000] {data_modification.py:78} INFO - Updated row with Video_ID: RMoFUeBVefA
[2025-10-23T08:16:44.090+0000] {data_modification.py:78} INFO - Updated row with Video_ID: ep7S1XnuQLU
[2025-10-23T08:16:44.097+0000] {data_modification.py:78} INFO - Updated row with Video_ID: p6bzNpgbX8Y
[2025-10-23T08:16:44.101+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 6T17licWsQ4
[2025-10-23T08:16:44.104+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 1s6UOlWdpw4
[2025-10-23T08:16:44.108+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 3LuchpUc7PU
[2025-10-23T08:16:44.112+0000] {data_modification.py:78} INFO - Updated row with Video_ID: _f6xCA0-gAo
[2025-10-23T08:16:44.116+0000] {data_modification.py:78} INFO - Updated row with Video_ID: lfD7kMZKuNg
[2025-10-23T08:16:44.119+0000] {data_modification.py:78} INFO - Updated row with Video_ID: ejlkNGm82w4
[2025-10-23T08:16:44.123+0000] {data_modification.py:78} INFO - Updated row with Video_ID: Jtj9rUqlB1Y
[2025-10-23T08:16:44.127+0000] {data_modification.py:78} INFO - Updated row with Video_ID: ZqzFRGH_tMQ
[2025-10-23T08:16:44.131+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 94A-bsumX9A
[2025-10-23T08:16:44.135+0000] {data_modification.py:78} INFO - Updated row with Video_ID: gYaxI_allkQ
[2025-10-23T08:16:44.138+0000] {data_modification.py:78} INFO - Updated row with Video_ID: ZQZzR0DUujc
[2025-10-23T08:16:44.142+0000] {data_modification.py:78} INFO - Updated row with Video_ID: -V3-fhJQZkk
[2025-10-23T08:16:44.146+0000] {data_modification.py:78} INFO - Updated row with Video_ID: QX0wvWGW2qg
[2025-10-23T08:16:44.150+0000] {data_modification.py:78} INFO - Updated row with Video_ID: oODUkNQAzXU
[2025-10-23T08:16:44.153+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 2jWZtKTN6jU
[2025-10-23T08:16:44.157+0000] {data_modification.py:78} INFO - Updated row with Video_ID: zsADECFHY8w
[2025-10-23T08:16:44.165+0000] {data_modification.py:78} INFO - Updated row with Video_ID: Feh8o-HmthM
[2025-10-23T08:16:44.168+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 6Xv-LVYZQxk
[2025-10-23T08:16:44.173+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 8-0ZHJHp9g4
[2025-10-23T08:16:44.177+0000] {data_modification.py:78} INFO - Updated row with Video_ID: QqIG0R-KpGk
[2025-10-23T08:16:44.181+0000] {data_modification.py:78} INFO - Updated row with Video_ID: qENpZBzgaUM
[2025-10-23T08:16:44.184+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 4DYBVA4884Y
[2025-10-23T08:16:44.188+0000] {data_modification.py:78} INFO - Updated row with Video_ID: skEf9R0TXkM
[2025-10-23T08:16:44.195+0000] {data_modification.py:78} INFO - Updated row with Video_ID: TRiF8PdrIP8
[2025-10-23T08:16:44.202+0000] {data_modification.py:78} INFO - Updated row with Video_ID: NFZ_MtTvwm0
[2025-10-23T08:16:44.205+0000] {data_modification.py:78} INFO - Updated row with Video_ID: is1LSWbssuA
[2025-10-23T08:16:44.209+0000] {data_modification.py:78} INFO - Updated row with Video_ID: XR_q9_LEKuc
[2025-10-23T08:16:44.213+0000] {data_modification.py:78} INFO - Updated row with Video_ID: X9UiBpDHW3w
[2025-10-23T08:16:44.217+0000] {data_modification.py:78} INFO - Updated row with Video_ID: PRU47AuQF2M
[2025-10-23T08:16:44.222+0000] {data_modification.py:78} INFO - Updated row with Video_ID: Y3Rxgf5_R_I
[2025-10-23T08:16:44.227+0000] {data_modification.py:78} INFO - Updated row with Video_ID: R6zuvKbvKyU
[2025-10-23T08:16:44.232+0000] {data_modification.py:78} INFO - Updated row with Video_ID: yCKe65Nvp0Q
[2025-10-23T08:16:44.237+0000] {data_modification.py:78} INFO - Updated row with Video_ID: XBe57FyB2xU
[2025-10-23T08:16:44.240+0000] {data_modification.py:78} INFO - Updated row with Video_ID: zpCwHwWgbsI
[2025-10-23T08:16:44.244+0000] {data_modification.py:78} INFO - Updated row with Video_ID: lh61MVUxJt0
[2025-10-23T08:16:44.249+0000] {data_modification.py:78} INFO - Updated row with Video_ID: eBklqeeIu10
[2025-10-23T08:16:44.253+0000] {data_modification.py:78} INFO - Updated row with Video_ID: SgMydsOucFg
[2025-10-23T08:16:44.256+0000] {data_modification.py:78} INFO - Updated row with Video_ID: jPm3hRiMKuU
[2025-10-23T08:16:44.261+0000] {data_modification.py:78} INFO - Updated row with Video_ID: OweuuinkVZI
[2025-10-23T08:16:44.265+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 7Pr0HP-Trgk
[2025-10-23T08:16:44.269+0000] {data_modification.py:78} INFO - Updated row with Video_ID: UEK0fYAqMss
[2025-10-23T08:16:44.273+0000] {data_modification.py:78} INFO - Updated row with Video_ID: lRznKN2oPUc
[2025-10-23T08:16:44.276+0000] {data_modification.py:78} INFO - Updated row with Video_ID: IDrS_TrjuK4
[2025-10-23T08:16:44.280+0000] {data_modification.py:78} INFO - Updated row with Video_ID: J1lhxfZtR3M
[2025-10-23T08:16:44.284+0000] {data_modification.py:78} INFO - Updated row with Video_ID: b_o8cz0ZNdk
[2025-10-23T08:16:44.287+0000] {data_modification.py:78} INFO - Updated row with Video_ID: i5dhcAxO25Q
[2025-10-23T08:16:44.291+0000] {data_modification.py:78} INFO - Updated row with Video_ID: -o_8CDbFMJ0
[2025-10-23T08:16:44.295+0000] {data_modification.py:78} INFO - Updated row with Video_ID: v5J1Cycn3s8
[2025-10-23T08:16:44.300+0000] {data_modification.py:78} INFO - Updated row with Video_ID: YJiqYG-Mylk
[2025-10-23T08:16:44.305+0000] {data_modification.py:78} INFO - Updated row with Video_ID: jGE1sUTeR5g
[2025-10-23T08:16:44.308+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 0tZCQ25fsoI
[2025-10-23T08:16:44.313+0000] {data_modification.py:78} INFO - Updated row with Video_ID: N9jTogPwqVY
[2025-10-23T08:16:44.317+0000] {data_modification.py:78} INFO - Updated row with Video_ID: yyJ7xEcENNI
[2025-10-23T08:16:44.321+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 3rJgCGMPEqA
[2025-10-23T08:16:44.324+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 7isfkomGg7o
[2025-10-23T08:16:44.333+0000] {data_modification.py:78} INFO - Updated row with Video_ID: dvdGkRK5a_0
[2025-10-23T08:16:44.336+0000] {data_modification.py:78} INFO - Updated row with Video_ID: X7doE4h6W64
[2025-10-23T08:16:44.340+0000] {data_modification.py:78} INFO - Updated row with Video_ID: GhppzOzN3MM
[2025-10-23T08:16:44.344+0000] {data_modification.py:78} INFO - Updated row with Video_ID: QkXDatNdL4U
[2025-10-23T08:16:44.348+0000] {data_modification.py:78} INFO - Updated row with Video_ID: hyt2t4r8lQ4
[2025-10-23T08:16:44.351+0000] {data_modification.py:78} INFO - Updated row with Video_ID: -mlok5iT3GE
[2025-10-23T08:16:44.355+0000] {data_modification.py:78} INFO - Updated row with Video_ID: STvOHHgJ1sQ
[2025-10-23T08:16:44.358+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 2-ErX5oDzwM
[2025-10-23T08:16:44.365+0000] {data_modification.py:78} INFO - Updated row with Video_ID: ELIoOUKSOJQ
[2025-10-23T08:16:44.369+0000] {data_modification.py:78} INFO - Updated row with Video_ID: uAoayezOaug
[2025-10-23T08:16:44.373+0000] {data_modification.py:78} INFO - Updated row with Video_ID: Vr2337tCLCI
[2025-10-23T08:16:44.379+0000] {data_modification.py:78} INFO - Updated row with Video_ID: NV7qmqbS8tM
[2025-10-23T08:16:44.383+0000] {data_modification.py:78} INFO - Updated row with Video_ID: U9c-ycvw02A
[2025-10-23T08:16:44.386+0000] {data_modification.py:78} INFO - Updated row with Video_ID: GfgcVOuHLAo
[2025-10-23T08:16:44.392+0000] {data_modification.py:78} INFO - Updated row with Video_ID: zi7tZ-2PhLk
[2025-10-23T08:16:44.398+0000] {data_modification.py:78} INFO - Updated row with Video_ID: TacjQmKCiZg
[2025-10-23T08:16:44.402+0000] {data_modification.py:78} INFO - Updated row with Video_ID: UVin8WtE5eU
[2025-10-23T08:16:44.405+0000] {data_modification.py:78} INFO - Updated row with Video_ID: wNuxirsrwBk
[2025-10-23T08:16:44.410+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 6bxZpS0cm5o
[2025-10-23T08:16:44.413+0000] {data_modification.py:78} INFO - Updated row with Video_ID: ajJbMGq9AS4
[2025-10-23T08:16:44.417+0000] {data_modification.py:78} INFO - Updated row with Video_ID: UXw9jqgJNNc
[2025-10-23T08:16:44.428+0000] {data_modification.py:78} INFO - Updated row with Video_ID: E3CqKvlzl-I
[2025-10-23T08:16:44.433+0000] {data_modification.py:78} INFO - Updated row with Video_ID: zfDr05ax0gM
[2025-10-23T08:16:44.437+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 56OkH6ocYZU
[2025-10-23T08:16:44.441+0000] {data_modification.py:78} INFO - Updated row with Video_ID: w40Z8aT5fpQ
[2025-10-23T08:16:44.446+0000] {data_modification.py:78} INFO - Updated row with Video_ID: zgDezsMQyyU
[2025-10-23T08:16:44.450+0000] {data_modification.py:78} INFO - Updated row with Video_ID: UEwnitHoSDw
[2025-10-23T08:16:44.455+0000] {data_modification.py:78} INFO - Updated row with Video_ID: __SaaKSW9iE
[2025-10-23T08:16:44.459+0000] {data_modification.py:78} INFO - Updated row with Video_ID: qWnyJ55KBKo
[2025-10-23T08:16:44.464+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 52awie9G00A
[2025-10-23T08:16:44.468+0000] {data_modification.py:78} INFO - Updated row with Video_ID: bB99NdUoxEQ
[2025-10-23T08:16:44.472+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 7GjSaNi8Epg
[2025-10-23T08:16:44.475+0000] {data_modification.py:78} INFO - Updated row with Video_ID: bEIK5ni_Pzs
[2025-10-23T08:16:44.479+0000] {data_modification.py:78} INFO - Updated row with Video_ID: _oZyp4mTzSQ
[2025-10-23T08:16:44.482+0000] {data_modification.py:78} INFO - Updated row with Video_ID: ywZy_Fo2ydo
[2025-10-23T08:16:44.486+0000] {data_modification.py:78} INFO - Updated row with Video_ID: qr4v9pdfVlU
[2025-10-23T08:16:44.489+0000] {data_modification.py:78} INFO - Updated row with Video_ID: hgiPX33AHas
[2025-10-23T08:16:44.494+0000] {data_modification.py:78} INFO - Updated row with Video_ID: oZ-Mn5p1xMw
[2025-10-23T08:16:44.497+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 5UPa_hu5opg
[2025-10-23T08:16:44.501+0000] {data_modification.py:78} INFO - Updated row with Video_ID: zv_oq5UNDAo
[2025-10-23T08:16:44.505+0000] {data_modification.py:78} INFO - Updated row with Video_ID: NiqkH7qVW0U
[2025-10-23T08:16:44.508+0000] {data_modification.py:78} INFO - Updated row with Video_ID: boBokLXe5o8
[2025-10-23T08:16:44.512+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 7YOzgk-U4EU
[2025-10-23T08:16:44.515+0000] {data_modification.py:78} INFO - Updated row with Video_ID: prdSftLj9-g
[2025-10-23T08:16:44.518+0000] {data_modification.py:78} INFO - Updated row with Video_ID: pzlPJmNyepA
[2025-10-23T08:16:44.522+0000] {data_modification.py:78} INFO - Updated row with Video_ID: QNoqAnJOSqU
[2025-10-23T08:16:44.528+0000] {data_modification.py:78} INFO - Updated row with Video_ID: kzIA4vKyhRQ
[2025-10-23T08:16:44.532+0000] {data_modification.py:78} INFO - Updated row with Video_ID: DfonKqMENrg
[2025-10-23T08:16:44.536+0000] {data_modification.py:78} INFO - Updated row with Video_ID: MUQCwdkEbq0
[2025-10-23T08:16:44.540+0000] {data_modification.py:78} INFO - Updated row with Video_ID: JlUzoQN9FWw
[2025-10-23T08:16:44.544+0000] {data_modification.py:78} INFO - Updated row with Video_ID: uCIpW9zOmgI
[2025-10-23T08:16:44.548+0000] {data_modification.py:78} INFO - Updated row with Video_ID: Z0Poefgrs4w
[2025-10-23T08:16:44.551+0000] {data_modification.py:78} INFO - Updated row with Video_ID: MLN6TRB9Jxw
[2025-10-23T08:16:44.555+0000] {data_modification.py:78} INFO - Updated row with Video_ID: vZrL_FFITgs
[2025-10-23T08:16:44.565+0000] {data_modification.py:78} INFO - Updated row with Video_ID: L7lGD_anC00
[2025-10-23T08:16:44.570+0000] {data_modification.py:78} INFO - Updated row with Video_ID: xu1nhAfnMGA
[2025-10-23T08:16:44.573+0000] {data_modification.py:78} INFO - Updated row with Video_ID: D1livXdFGkQ
[2025-10-23T08:16:44.577+0000] {data_modification.py:78} INFO - Updated row with Video_ID: bwp_3qLgWpQ
[2025-10-23T08:16:44.581+0000] {data_modification.py:78} INFO - Updated row with Video_ID: tZpnfF0-7Ls
[2025-10-23T08:16:44.585+0000] {data_modification.py:78} INFO - Updated row with Video_ID: BwAMltY3-c0
[2025-10-23T08:16:44.588+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 7HBR3Ea72CY
[2025-10-23T08:16:44.598+0000] {data_modification.py:78} INFO - Updated row with Video_ID: Ds9H2UnUHL0
[2025-10-23T08:16:44.603+0000] {data_modification.py:78} INFO - Updated row with Video_ID: iqUFeWAVp-0
[2025-10-23T08:16:44.606+0000] {data_modification.py:78} INFO - Updated row with Video_ID: W2skFWRk6qo
[2025-10-23T08:16:44.610+0000] {data_modification.py:78} INFO - Updated row with Video_ID: X_qd-1xSTFA
[2025-10-23T08:16:44.614+0000] {data_modification.py:78} INFO - Updated row with Video_ID: VWa0ImMY2bQ
[2025-10-23T08:16:44.618+0000] {data_modification.py:78} INFO - Updated row with Video_ID: fEcASr38n2E
[2025-10-23T08:16:44.621+0000] {data_modification.py:78} INFO - Updated row with Video_ID: udmf5MQLNGA
[2025-10-23T08:16:44.626+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 0dg2eR2NSQ0
[2025-10-23T08:16:44.631+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 6BNOWeYFyP8
[2025-10-23T08:16:44.635+0000] {data_modification.py:78} INFO - Updated row with Video_ID: LDegY-H60_U
[2025-10-23T08:16:44.639+0000] {data_modification.py:78} INFO - Updated row with Video_ID: D51HaR-XvgM
[2025-10-23T08:16:44.643+0000] {data_modification.py:78} INFO - Updated row with Video_ID: Rio7r_vLUEo
[2025-10-23T08:16:44.647+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 8E5Ygl02wtM
[2025-10-23T08:16:44.650+0000] {data_modification.py:78} INFO - Updated row with Video_ID: moMJjt5KECc
[2025-10-23T08:16:44.654+0000] {data_modification.py:78} INFO - Updated row with Video_ID: OffgqPzDi7Q
[2025-10-23T08:16:44.657+0000] {data_modification.py:78} INFO - Updated row with Video_ID: HduubRTdko4
[2025-10-23T08:16:44.663+0000] {data_modification.py:78} INFO - Updated row with Video_ID: qFOGv5zuTdw
[2025-10-23T08:16:44.666+0000] {data_modification.py:78} INFO - Updated row with Video_ID: u6t4jrhs56Q
[2025-10-23T08:16:44.670+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 460GXJiGCEs
[2025-10-23T08:16:44.673+0000] {data_modification.py:78} INFO - Updated row with Video_ID: ZiuoOcj2eLY
[2025-10-23T08:16:44.676+0000] {data_modification.py:78} INFO - Updated row with Video_ID: LYK6SPMtJ_Y
[2025-10-23T08:16:44.679+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 2ljWxaMvE_0
[2025-10-23T08:16:44.683+0000] {data_modification.py:78} INFO - Updated row with Video_ID: rSuuQ_s8gOw
[2025-10-23T08:16:44.691+0000] {data_modification.py:78} INFO - Updated row with Video_ID: vKKhX-Uyggw
[2025-10-23T08:16:44.696+0000] {data_modification.py:78} INFO - Updated row with Video_ID: EAwXH82m-6A
[2025-10-23T08:16:44.700+0000] {data_modification.py:78} INFO - Updated row with Video_ID: U_07AG_CR5A
[2025-10-23T08:16:44.703+0000] {data_modification.py:78} INFO - Updated row with Video_ID: Xe0AGtF5aNU
[2025-10-23T08:16:44.707+0000] {data_modification.py:78} INFO - Updated row with Video_ID: anZbhN0Wh_4
[2025-10-23T08:16:44.711+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 3Q3pQmzWyZM
[2025-10-23T08:16:44.715+0000] {data_modification.py:78} INFO - Updated row with Video_ID: BqS4iVHa-LU
[2025-10-23T08:16:44.719+0000] {data_modification.py:78} INFO - Updated row with Video_ID: zX04jQFKCpo
[2025-10-23T08:16:44.722+0000] {data_modification.py:78} INFO - Updated row with Video_ID: G7Y9ban7b0U
[2025-10-23T08:16:44.726+0000] {data_modification.py:78} INFO - Updated row with Video_ID: EMVvA5Cr0fY
[2025-10-23T08:16:44.731+0000] {data_modification.py:78} INFO - Updated row with Video_ID: e14MroQ5k_s
[2025-10-23T08:16:44.735+0000] {data_modification.py:78} INFO - Updated row with Video_ID: CuzdxsOXEZ8
[2025-10-23T08:16:44.739+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 67Wj-0OyKOM
[2025-10-23T08:16:44.744+0000] {data_modification.py:78} INFO - Updated row with Video_ID: rHoLyltYDtQ
[2025-10-23T08:16:44.748+0000] {data_modification.py:78} INFO - Updated row with Video_ID: yeHjsYQ076A
[2025-10-23T08:16:44.752+0000] {data_modification.py:78} INFO - Updated row with Video_ID: NCv0drAPm_M
[2025-10-23T08:16:44.755+0000] {data_modification.py:78} INFO - Updated row with Video_ID: HuLAAXZXIy0
[2025-10-23T08:16:44.759+0000] {data_modification.py:78} INFO - Updated row with Video_ID: x4IXCimma-s
[2025-10-23T08:16:44.764+0000] {data_modification.py:78} INFO - Updated row with Video_ID: tusuuI7MEJU
[2025-10-23T08:16:44.768+0000] {data_modification.py:78} INFO - Updated row with Video_ID: XDe5f8BEvwY
[2025-10-23T08:16:44.771+0000] {data_modification.py:78} INFO - Updated row with Video_ID: BtCGABBPH9s
[2025-10-23T08:16:44.774+0000] {data_modification.py:78} INFO - Updated row with Video_ID: KJ_C_NSl0P8
[2025-10-23T08:16:44.779+0000] {data_modification.py:78} INFO - Updated row with Video_ID: LI8nWXeYtOs
[2025-10-23T08:16:44.782+0000] {data_modification.py:78} INFO - Updated row with Video_ID: LMe7k8I082w
[2025-10-23T08:16:44.786+0000] {data_modification.py:78} INFO - Updated row with Video_ID: h77pHTSPSiw
[2025-10-23T08:16:44.789+0000] {data_modification.py:78} INFO - Updated row with Video_ID: JUiijjJOInw
[2025-10-23T08:16:44.796+0000] {data_modification.py:78} INFO - Updated row with Video_ID: gpbY6zCEBv4
[2025-10-23T08:16:44.800+0000] {data_modification.py:78} INFO - Updated row with Video_ID: Kgu2ApayYvI
[2025-10-23T08:16:44.803+0000] {data_modification.py:78} INFO - Updated row with Video_ID: S9PIukDRcvk
[2025-10-23T08:16:44.807+0000] {data_modification.py:78} INFO - Updated row with Video_ID: lrw3zkGS9Vc
[2025-10-23T08:16:44.811+0000] {data_modification.py:78} INFO - Updated row with Video_ID: IQYW_lVBYGo
[2025-10-23T08:16:44.815+0000] {data_modification.py:78} INFO - Updated row with Video_ID: iOjxpow6jow
[2025-10-23T08:16:44.830+0000] {data_modification.py:78} INFO - Updated row with Video_ID: GdD2pqAdjXY
[2025-10-23T08:16:44.833+0000] {data_modification.py:78} INFO - Updated row with Video_ID: nmHCmLVLxcU
[2025-10-23T08:16:44.836+0000] {data_modification.py:78} INFO - Updated row with Video_ID: TZPlDuYrcDQ
[2025-10-23T08:16:44.840+0000] {data_modification.py:78} INFO - Updated row with Video_ID: Oub4nMrNTqQ
[2025-10-23T08:16:44.843+0000] {data_modification.py:78} INFO - Updated row with Video_ID: h5Z36IuyrKc
[2025-10-23T08:16:44.846+0000] {data_modification.py:78} INFO - Updated row with Video_ID: 2IGxSOfsBok
[2025-10-23T08:16:44.849+0000] {data_modification.py:78} INFO - Updated row with Video_ID: ZxkLCq49Tvk
