[2025-10-22T11:08:18.755+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2025-10-22T11:08:18.874+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: update_db.staging_table manual__2025-10-22T11:08:15.110434+00:00 [queued]>
[2025-10-22T11:08:18.918+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: update_db.staging_table manual__2025-10-22T11:08:15.110434+00:00 [queued]>
[2025-10-22T11:08:18.921+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 1
[2025-10-22T11:08:26.999+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: DbC9CauTXoM
[2025-10-22T11:08:27.010+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: yhNcDBnQsEY
[2025-10-22T11:08:27.018+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: Wyyqz3OxB5c
[2025-10-22T11:08:27.030+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: KO8B2kw_Jxs
[2025-10-22T11:08:27.039+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: NEDPgQYhbqs
[2025-10-22T11:08:27.044+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: RPcXg2-0ejw
[2025-10-22T11:08:27.048+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: jhYG5BStQSk
[2025-10-22T11:08:27.055+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: wTIPpjUgAFE
[2025-10-22T11:08:27.059+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: Fzh65vCyHWQ
[2025-10-22T11:08:27.065+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: vBp0bzVr09s
[2025-10-22T11:08:27.071+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: AXjdI_LHWJU
[2025-10-22T11:08:27.076+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: dJCsc_Cq9i4
[2025-10-22T11:08:27.082+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: bqpKlkPpT10
[2025-10-22T11:08:27.090+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: TIIU1ivhLKs
[2025-10-22T11:08:27.096+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: G4qOiwIE_o0
[2025-10-22T11:08:27.102+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: yozl6enFC-w
[2025-10-22T11:08:27.109+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: LP_mGU3CgXk
[2025-10-22T11:08:27.119+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: DoIQMkoYSzw
[2025-10-22T11:08:27.125+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: e-If_d_bzfI
[2025-10-22T11:08:27.132+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 5J6-5g2alp8
[2025-10-22T11:08:27.138+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: qjGNBluF6_I
[2025-10-22T11:08:27.143+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: TLoDwqQF5ug
[2025-10-22T11:08:27.148+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: uAFGIQPWL54
[2025-10-22T11:08:27.153+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: SaDDjW9Rw-M
[2025-10-22T11:08:27.158+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: CHdy9wND1jo
[2025-10-22T11:08:27.163+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 9LiS_3HEErU
[2025-10-22T11:08:27.168+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: hRj5qNfkdO0
[2025-10-22T11:08:27.173+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: ocruJKe2tFk
[2025-10-22T11:08:27.178+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: MgRMNzKknto
[2025-10-22T11:08:27.182+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: XW1TsAVdXsw
[2025-10-22T11:08:27.187+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: Qhdj_Umh1IE
[2025-10-22T11:08:27.197+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: fN_RQFqaGHI
[2025-10-22T11:08:27.204+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: hC3xW8xeCDs
[2025-10-22T11:08:27.215+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: xGJEPTCw9GU
[2025-10-22T11:08:27.224+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: FmjsePPBbdU
[2025-10-22T11:08:27.230+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: lMLEcUXz6T8
[2025-10-22T11:08:27.238+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: BKJy7BFP3Is
[2025-10-22T11:08:27.244+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 1gfgZhW3YgU
[2025-10-22T11:08:27.253+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: VXmKt_1T0QM
[2025-10-22T11:08:27.261+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 6XCUHLhdnEY
[2025-10-22T11:08:27.274+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: ttWTSskmxTA
[2025-10-22T11:08:27.279+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 5bCyFf8lSfk
[2025-10-22T11:08:27.287+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: ngVEpJs5A5s
[2025-10-22T11:08:27.293+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: zjC48c3ptt0
[2025-10-22T11:08:27.297+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: rS2sntC-lJI
[2025-10-22T11:08:27.304+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: fG1N5kzeAhM
[2025-10-22T11:08:27.310+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: vT_gRRMjDi0
[2025-10-22T11:08:27.316+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: dfcPUqiivDY
[2025-10-22T11:08:27.323+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: zCR6DJX7Kak
[2025-10-22T11:08:27.331+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 4cX-w-ia0RU
[2025-10-22T11:08:27.337+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 2nVjy-zd65Q
[2025-10-22T11:08:27.344+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: xlzpD4GeBW0
[2025-10-22T11:08:27.353+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 8ZTy3K2QgOY
[2025-10-22T11:08:27.359+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: k9zko79_3_I
[2025-10-22T11:08:27.366+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: fYnPyLfxSJg
[2025-10-22T11:08:27.375+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: pBH_QL4JGcI
[2025-10-22T11:08:27.383+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 1wtFD9zSQO8
[2025-10-22T11:08:27.391+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: VqhjiwmGNKA
[2025-10-22T11:08:27.395+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: EhZ9gHZOZT8
[2025-10-22T11:08:27.401+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: LHtkve6-O0g
[2025-10-22T11:08:27.407+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: m3Ol8zn7brk
[2025-10-22T11:08:27.412+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: qBiZA4QDsj0
[2025-10-22T11:08:27.415+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: NeOrh4GnPZ4
[2025-10-22T11:08:27.425+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: fWhfOAuOqjY
[2025-10-22T11:08:27.429+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 9Ax56oRhcZc
[2025-10-22T11:08:27.435+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: -cWVrFABWHw
[2025-10-22T11:08:27.443+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: z7qtJAAV5d0
[2025-10-22T11:08:27.450+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 9pk-neTrDoM
[2025-10-22T11:08:27.456+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: JQscW6DfNZY
[2025-10-22T11:08:27.461+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 9smE_EiKJ8Q
[2025-10-22T11:08:27.467+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: hfaPkoXeYfU
[2025-10-22T11:08:27.477+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: u0hHxeWkB_o
[2025-10-22T11:08:27.483+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 64WGWubQO3I
[2025-10-22T11:08:27.490+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: QJUs6CSRCFU
[2025-10-22T11:08:27.494+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: Om4c4ilT_6g
[2025-10-22T11:08:27.500+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: GbOfxRfHdeg
[2025-10-22T11:08:27.506+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: yzxYCRDcGDs
[2025-10-22T11:08:27.513+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: PCakYf_PnT0
[2025-10-22T11:08:27.521+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 8nv_ltg4RAg
[2025-10-22T11:08:27.528+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: VvphlSvCyj8
[2025-10-22T11:08:27.537+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: JP3v6UxI124
[2025-10-22T11:08:27.545+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: jRURlbRAUhI
[2025-10-22T11:08:27.559+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: I_3R9YGFlHE
[2025-10-22T11:08:27.568+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: xjJJ_wDlc1E
[2025-10-22T11:08:27.576+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: cqirhwhq_qM
[2025-10-22T11:08:27.582+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 3IQdDBwc42o
[2025-10-22T11:08:27.591+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 4YHnf3YepwU
[2025-10-22T11:08:27.596+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: uxzBq4Y_fNw
[2025-10-22T11:08:27.609+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: HIhUkvAG0o4
[2025-10-22T11:08:27.615+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: cpI5lCaqZcQ
[2025-10-22T11:08:27.626+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 6zQhLOw1nw8
[2025-10-22T11:08:27.630+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: mfvi_jgdVqE
[2025-10-22T11:08:27.637+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: zExxMxcoJ6A
[2025-10-22T11:08:27.643+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: hD_Af6W2qug
[2025-10-22T11:08:27.649+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: XOtTKQujlkI
[2025-10-22T11:08:27.667+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: dRqthQ2Mc_0
[2025-10-22T11:08:27.700+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 8TFq_vvO_Wg
[2025-10-22T11:08:27.713+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: oo8ve4Ldpck
[2025-10-22T11:08:27.725+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: sKn8Tbp2a-4
[2025-10-22T11:08:27.733+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: g0IrVKXIbmE
[2025-10-22T11:08:27.747+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 2Om2M4_Kyd0
[2025-10-22T11:08:27.763+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: KaaEivIqX6M
[2025-10-22T11:08:27.774+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: W4gBpws7Ug8
[2025-10-22T11:08:27.788+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: NT3EkjxO8hs
[2025-10-22T11:08:27.799+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: syMozMiJneM
[2025-10-22T11:08:27.813+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: Wt6cMjn3YLg
[2025-10-22T11:08:27.831+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: OEuS7fjMlMc
[2025-10-22T11:08:27.847+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 1Pr-R2nKTY4
[2025-10-22T11:08:27.861+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: QqdUhn99E-s
[2025-10-22T11:08:27.883+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 1UygJmcHUdQ
[2025-10-22T11:08:27.912+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: g4DAFnZcCcQ
[2025-10-22T11:08:27.938+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: LTr8cXAxy1I
[2025-10-22T11:08:27.954+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: Ow3xqv7ahXo
[2025-10-22T11:08:27.966+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: TRiF8PdrIP8
[2025-10-22T11:08:27.980+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: NFZ_MtTvwm0
[2025-10-22T11:08:27.995+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: Pgxi8dsUW-o
[2025-10-22T11:08:28.009+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: YY2-jJojnOA
[2025-10-22T11:08:28.021+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 7Pogam71094
[2025-10-22T11:08:28.031+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: DL0OPJ2hahc
[2025-10-22T11:08:28.050+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: WwE0tR08OTU
[2025-10-22T11:08:28.065+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 2LIJtcI4dbg
[2025-10-22T11:08:28.079+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: rXnaD7PU9kY
[2025-10-22T11:08:28.089+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: Ng_qwlvhrJo
[2025-10-22T11:08:28.097+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: bzIPun3cVsw
[2025-10-22T11:08:28.111+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: miKQkeq5sbU
[2025-10-22T11:08:28.125+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: Lwt_VThQIdM
[2025-10-22T11:08:28.140+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: P2oPACr4uuU
[2025-10-22T11:08:28.158+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: h-D6ukDcS9o
[2025-10-22T11:08:28.173+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: mY77HA20MzA
[2025-10-22T11:08:28.187+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 4krBgDFycgY
[2025-10-22T11:08:28.199+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: dpUxRIqbNlc
[2025-10-22T11:08:28.205+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: Cp431S5z8PE
[2025-10-22T11:08:28.213+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: ttLYXcza4j4
[2025-10-22T11:08:28.223+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 3-f9DEFsh4w
[2025-10-22T11:08:28.238+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: vuOTP206zWM
[2025-10-22T11:08:28.253+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: J590MYm0SY8
[2025-10-22T11:08:28.270+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: vGB2d5cQJpY
[2025-10-22T11:08:28.280+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: M94G0iKYiSM
[2025-10-22T11:08:28.293+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: pGYyUssWLTA
[2025-10-22T11:08:28.313+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: j7kM8G_AjuY
[2025-10-22T11:08:28.321+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: deK-My3Of0o
[2025-10-22T11:08:28.326+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: oB8kFFvJdhE
[2025-10-22T11:08:28.336+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: X9eXa-Uzuj0
[2025-10-22T11:08:28.341+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: GxTVDClFXuc
[2025-10-22T11:08:28.346+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: kGaq-Qi9hoE
[2025-10-22T11:08:28.352+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 9zFfp3gzZ88
[2025-10-22T11:08:28.358+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: mM2KwBYa-u4
[2025-10-22T11:08:28.362+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: WAcmsAISniQ
[2025-10-22T11:08:28.366+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: kqUT-s3a6tU
[2025-10-22T11:08:28.371+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: NUVglXbGBfs
[2025-10-22T11:08:28.376+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: T-v4b3WtPAg
[2025-10-22T11:08:28.380+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: m8qGlpcfAIw
[2025-10-22T11:08:28.385+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: uZPkMnv8b-o
[2025-10-22T11:08:28.392+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: qVLr6SMxvJw
[2025-10-22T11:08:28.397+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 4AigP5OY8JE
[2025-10-22T11:08:28.403+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: RMoFUeBVefA
[2025-10-22T11:08:28.410+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: ep7S1XnuQLU
[2025-10-22T11:08:28.414+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: p6bzNpgbX8Y
[2025-10-22T11:08:28.419+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 6T17licWsQ4
[2025-10-22T11:08:28.424+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 1s6UOlWdpw4
[2025-10-22T11:08:28.429+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 3LuchpUc7PU
[2025-10-22T11:08:28.435+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: _f6xCA0-gAo
[2025-10-22T11:08:28.442+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: lfD7kMZKuNg
[2025-10-22T11:08:28.449+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: ejlkNGm82w4
[2025-10-22T11:08:28.457+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: Jtj9rUqlB1Y
[2025-10-22T11:08:28.462+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: ZqzFRGH_tMQ
[2025-10-22T11:08:28.470+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 94A-bsumX9A
[2025-10-22T11:08:28.474+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: gYaxI_allkQ
[2025-10-22T11:08:28.479+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: AjXbO2XfBkE
[2025-10-22T11:08:28.485+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: ZQZzR0DUujc
[2025-10-22T11:08:28.490+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: -V3-fhJQZkk
[2025-10-22T11:08:28.494+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: QX0wvWGW2qg
[2025-10-22T11:08:28.499+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: oODUkNQAzXU
[2025-10-22T11:08:28.505+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 2jWZtKTN6jU
[2025-10-22T11:08:28.509+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: zsADECFHY8w
[2025-10-22T11:08:28.514+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: Feh8o-HmthM
[2025-10-22T11:08:28.520+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 6Xv-LVYZQxk
[2025-10-22T11:08:28.525+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 8-0ZHJHp9g4
[2025-10-22T11:08:28.532+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: QqIG0R-KpGk
[2025-10-22T11:08:28.540+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: qENpZBzgaUM
[2025-10-22T11:08:28.546+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 4DYBVA4884Y
[2025-10-22T11:08:28.556+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: skEf9R0TXkM
[2025-10-22T11:08:28.570+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: CnMv_zTXZ38
[2025-10-22T11:08:28.578+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: bEIK5ni_Pzs
[2025-10-22T11:08:28.596+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: _oZyp4mTzSQ
[2025-10-22T11:08:28.619+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: is1LSWbssuA
[2025-10-22T11:08:28.630+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: XR_q9_LEKuc
[2025-10-22T11:08:28.640+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: X9UiBpDHW3w
[2025-10-22T11:08:28.647+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: PRU47AuQF2M
[2025-10-22T11:08:28.655+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: Y3Rxgf5_R_I
[2025-10-22T11:08:28.665+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: R6zuvKbvKyU
[2025-10-22T11:08:28.675+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: yCKe65Nvp0Q
[2025-10-22T11:08:28.680+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: XBe57FyB2xU
[2025-10-22T11:08:28.692+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: zpCwHwWgbsI
[2025-10-22T11:08:28.698+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: lh61MVUxJt0
[2025-10-22T11:08:28.705+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: yWnmEPgLroQ
[2025-10-22T11:08:28.711+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: eBklqeeIu10
[2025-10-22T11:08:28.716+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: SgMydsOucFg
[2025-10-22T11:08:28.721+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: jPm3hRiMKuU
[2025-10-22T11:08:28.726+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: OweuuinkVZI
[2025-10-22T11:08:28.732+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 7Pr0HP-Trgk
[2025-10-22T11:08:28.740+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: UEK0fYAqMss
[2025-10-22T11:08:28.749+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: lRznKN2oPUc
[2025-10-22T11:08:28.773+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: IDrS_TrjuK4
[2025-10-22T11:08:28.780+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: J1lhxfZtR3M
[2025-10-22T11:08:28.790+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: b_o8cz0ZNdk
[2025-10-22T11:08:28.802+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: i5dhcAxO25Q
[2025-10-22T11:08:28.811+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: -o_8CDbFMJ0
[2025-10-22T11:08:28.821+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: v5J1Cycn3s8
[2025-10-22T11:08:28.827+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: YJiqYG-Mylk
[2025-10-22T11:08:28.833+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: jGE1sUTeR5g
[2025-10-22T11:08:28.844+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 0tZCQ25fsoI
[2025-10-22T11:08:28.857+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: N9jTogPwqVY
[2025-10-22T11:08:28.869+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: yyJ7xEcENNI
[2025-10-22T11:08:28.875+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 3rJgCGMPEqA
[2025-10-22T11:08:28.885+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 7isfkomGg7o
[2025-10-22T11:08:28.893+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: UCYefSGBP00
[2025-10-22T11:08:28.906+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: dvdGkRK5a_0
[2025-10-22T11:08:28.944+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: X7doE4h6W64
[2025-10-22T11:08:28.970+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: GhppzOzN3MM
[2025-10-22T11:08:28.986+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: QkXDatNdL4U
[2025-10-22T11:08:29.006+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: hyt2t4r8lQ4
[2025-10-22T11:08:29.023+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: -mlok5iT3GE
[2025-10-22T11:08:29.042+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: STvOHHgJ1sQ
[2025-10-22T11:08:29.055+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 2-ErX5oDzwM
[2025-10-22T11:08:29.071+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 7ytYV-tVIvg
[2025-10-22T11:08:29.082+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: ELIoOUKSOJQ
[2025-10-22T11:08:29.092+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: uAoayezOaug
[2025-10-22T11:08:29.101+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: Vr2337tCLCI
[2025-10-22T11:08:29.109+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: NV7qmqbS8tM
[2025-10-22T11:08:29.116+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: U9c-ycvw02A
[2025-10-22T11:08:29.122+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: GfgcVOuHLAo
[2025-10-22T11:08:29.127+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: zi7tZ-2PhLk
[2025-10-22T11:08:29.136+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: TacjQmKCiZg
[2025-10-22T11:08:29.142+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: AIytwdufwW8
[2025-10-22T11:08:29.147+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: KLAI0c0Spog
[2025-10-22T11:08:29.154+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: UVin8WtE5eU
[2025-10-22T11:08:29.164+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: wNuxirsrwBk
[2025-10-22T11:08:29.178+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 6bxZpS0cm5o
[2025-10-22T11:08:29.187+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: ajJbMGq9AS4
